Signal Legend:

Key        Signal Name

0        = values_out
1        = sbox_out
2        = test_out
3        = counter_out
4        = done_out

Data Table:

Signals-> 0        1   2 3   4 

sample

757       8221189  143 1 0   1 
758       8221189  143 1 0   1 
759       8221189  143 1 0   1 
760       8221189  143 1 0   1 
761       8221189  143 1 0   1 
762       8221189  143 1 0   1 
763       8221189  143 1 0   1 
764       8221189  143 1 0   1 
765       8221189  143 1 0   1 
766       8221189  143 1 0   1 
767       8221189  143 1 0   1 
768       8221189  143 1 0   1 
769       8221189  143 1 0   1 
770       8221189  143 1 0   1 
771       8221189  143 1 0   1 
772       8221189  143 1 0   1 
773       8221189  143 1 0   1 
774       8221189  143 1 0   1 
775       8221189  143 1 0   1 
776       8221189  143 1 0   1 
777       8221189  143 1 0   1 
778       8221189  143 1 0   1 
779       8221189  143 1 0   1 
780       8221189  143 1 0   1 
781       8221189  143 1 0   1 
782       8221189  143 1 0   1 
783       8221189  143 1 0   1 
784       8221189  143 1 0   1 
785       8221189  143 1 0   1 
786       8221189  143 1 0   1 
787       8221189  143 1 0   1 
788       8221189  143 1 0   1 
789       8221189  143 1 0   1 
790       8221189  143 1 0   1 
791       8221189  143 1 0   1 
792       8221189  143 1 0   1 
793       8221189  143 1 0   1 
794       8221189  143 1 0   1 
795       8221189  143 1 0   1 
796       8221189  143 1 0   1 
797       8221189  143 1 0   1 
798       8221189  143 1 0   1 
799       8221189  143 1 0   1 
800       8221189  143 1 0   1 
801       8221189  143 1 0   1 
802       8221189  143 1 0   1 
803       8221189  143 1 0   1 
804       8221189  143 1 0   1 
805       8221189  143 1 0   1 
806       8221189  143 1 0   1 
807       8221189  143 1 0   1 
808       8221189  143 1 0   1 
809       8221189  143 1 0   1 
810       8221189  143 1 0   1 
811       8221189  143 1 0   1 
812       8221189  143 1 0   1 
813       8221189  143 1 0   1 
814       8221189  143 1 0   1 
815       8221189  143 1 0   1 
816       8221189  143 1 0   1 
817       8221189  143 1 0   1 
818       8221189  143 1 0   1 
819       8221189  143 1 0   1 
820       8221189  143 1 0   1 
821       8221189  143 1 0   1 
822       8221189  143 1 0   1 
823       8221189  143 1 0   1 
824       8221189  143 1 0   1 
825       8221189  143 1 0   1 
826       8221189  143 1 0   1 
827       8221189  143 1 0   1 
828       8221189  143 1 0   1 
829       8221189  143 1 0   1 
830       8221189  143 1 0   1 
831       8221189  143 1 0   1 
832       8221189  143 1 0   1 
833       8221189  143 1 0   1 
834       8221189  143 1 0   1 
835       8221189  143 1 0   1 
836       8221189  143 1 0   1 
837       8221189  143 1 0   1 
838       8221189  143 1 0   1 
839       8221189  143 1 0   1 
840       8221189  143 1 0   1 
841       8221189  143 1 0   1 
842       8221189  143 1 0   1 
843       8221189  143 1 0   1 
844       8221189  143 1 0   1 
845       8221189  143 1 0   1 
846       8221189  143 1 0   1 
847       8221189  143 1 0   1 
848       8221189  143 1 0   1 
849       8221189  143 1 0   1 
850       8221189  143 1 0   1 
851       8221189  143 1 0   1 
852       8221189  143 1 0   1 
853       8221189  143 1 0   1 
854       8221189  143 1 0   1 
855       8221189  143 1 0   1 
856       8221189  143 1 0   1 
857       8221189  143 1 0   1 
858       8221189  143 1 0   1 
859       8221189  143 1 0   1 
860       8221189  143 1 0   1 
861       8221189  143 1 0   1 
862       8221189  143 1 0   1 
863       8221189  143 1 0   1 
864       8221189  143 1 0   1 
865       8221189  143 1 0   1 
866       8221189  143 1 0   1 
867       8221189  143 1 0   1 
868       8221189  143 1 0   1 
869       8221189  143 1 0   1 
870       8221189  143 1 0   1 
871       8221189  143 1 0   1 
872       8221189  143 1 0   1 
873       8221189  143 1 0   1 
874       8221189  143 1 0   1 
875       8221189  143 1 0   1 
876       8221189  143 1 0   1 
877       8221189  143 1 0   1 
878       8221189  143 1 0   1 
879       8221189  143 1 0   1 
880       8221189  143 1 0   1 
881       8221189  143 1 0   1 
882       8221189  143 1 0   1 
883       8221189  143 1 0   1 
884       8221189  143 1 0   1 
885       8221189  143 1 0   1 
886       8221189  143 1 0   1 
887       8221189  143 1 0   1 
888       8221189  143 1 0   1 
889       8221189  143 1 0   1 
890       8221189  143 1 0   1 
891       8221189  143 1 0   1 
892       8221189  143 1 0   1 
893       8221189  143 1 0   1 
894       8221189  143 1 0   1 
895       8221189  143 1 0   1 
